bba	Baatonum	baat1238
bbm	Babango	baba1263
bbw	Baba	baba1264
bbk	Babanki	baba1266
mbf	Baba Malay	baba1267
baa	Babatana	baba1268
bbz	Babalia Creole Arabic	baba1273
bcr	Babine	babi1235
bzg	Babuza	babu1240
btj	Bacanese Malay	baca1243
bcy	Bacama	baca1246
xbc	Bactrian	bact1239
bfq	Badaga	bada1257
bau	Bada (Nigeria)	bada1258
bhz	Bada (Indonesia)	bada1261
bdz	Badeshi	bade1240
bde	Bade	bade1248
bia	Badimaya	badi1246
khd	Bädi Kanum	badi1247
bac	Badui	badu1237
pbp	Badyara	bady1239
bvd	Baeggu	baeg1237
bvc	Baelelea	bael1237
btr	Baetora	baet1237
bwt	Bafaw-Balong	bafa1247
bfj	Bafanji	bafa1249
ksf	Bafia	bafi1243
bfd	Bafut	bafu1246
bmd	Baga Manduri	baga1270
bqf	Baga Kaloum	baga1271
bsp	Baga Sitemu	baga1272
bgo	Baga Koga	baga1273
bsv	Baga Sobané	baga1274
bcg	Baga Binari	baga1275
bgm	Baga Mboteni	baga1276
bfy	Bagheli	bagh1251
fui	Bagirmi Fulfulde	bagi1244
bmi	Bagirmi	bagi1246
bqg	Bago-Kusuntu	bago1245
bgq	Bagri	bagr1243
bqb	Bagusa	bagu1251
bpi	Bagupi	bagu1252
kva	Bagvalal	bagv1239
yha	Baha Buyang	baha1256
bhv	Bahau	baha1257
bdw	Baham	baha1258
abv	Baharna Arabic	baha1259
bah	Bahamian Creole English	baha1260
bwv	Bahau River Kenyah	baha1262
bhj	Bahing	bahi1252
bjh	Bahinemo	bahi1254
bdq	Bahnar	bahn1262
bsu	Bahonsuai	baho1237
bbf	Baibai	baib1251
bdj	Bai	baii1251
bkx	Baikeno	baik1238
bqh	Baima	baim1244
bmx	Baimak	baim1245
bab	Bainouk-Gunyuno	bain1259
bcb	Bainouk-Samik	bain1260
bcz	Bainouk-Gunyaamolo	bain1261
fah	Baissa Fali	bais1242
bsw	Baiso	bais1246
bjs	Bajan	baja1265
bjm	Bajelani	baje1238
bkc	Baka (Cameroon)	baka1272
bqz	Bakaka	baka1273
bdh	Baka (Sudan)	baka1274
bkq	Bakairí	baka1277
bqi	Bakhtiari	bakh1245
bki	Baki	baki1244
bkh	Bakoko	bako1249
kme	Bakole	bako1250
bbs	Bakpinka	bakp1238
bkr	Bakumpai	baku1263
boc	Bakung Kenyah	baku1265
bjw	Bakwé	bakw1243
ble	Balanta-Kentohe	bala1301
bjt	Balanta-Ganja	bala1302
blg	Balau	bala1306
blw	Balangao	bala1310
sse	Balangingi	bala1311
bls	Balaesang	bala1314
blz	Balantak	bala1315
bdn	Baldemu	bald1241
bcn	Bali (Nigeria)	bali1245
bcp	Bali (Democratic Republic of Congo)	bali1274
ban	Balinese	bali1278
mhp	Balinese Malay	bali1279
rmn	Balkan Romani	balk1252
bgx	Balkan Gagauz Turkish	balk1254
biz	Baloi	balo1261
bqo	Balo	balo1264
rml	Baltic Romani	balt1257
bft	Balti	balt1258
blq	Baluan-Pam	balu1257
bog	Bamako Sign Language	bama1249
bbq	Bamali	bama1251
myf	Bambassi	bamb1262
bmo	Bambalang	bamb1265
baw	Bambili-Bambui	bamb1266
bam	Bambara	bamb1269
ptu	Bambam	bamb1270
bce	Bamenyam	bame1260
bax	Bamun	bamu1253
bqt	Bamukumbit	bamu1254
bvm	Bamunka	bamu1256
bcf	Bamu	bamu1257
bmg	Bamwe	bamw1238
bjx	Banao Itneg	bana1288
byz	Banaro	bana1292
bcw	Bana	bana1305
bnh	Banawá	bana1306
bjd	Bandjigali	band1337
bdy	Bandjalang	band1339
bqj	Bandial	band1340
bqk	Banda-Mbrès	band1342
bpd	Banda-Banda	band1343
liy	Banda-Bambari	band1344
bfl	Banda-Ndélé	band1345
yaj	Banda-Yangere	band1348
bza	Bandi	band1352
bpq	Banda Malay	band1353
bnd	Banda (Indonesia)	band1355
bjb	Banggarla	bang1339
bbe	Bangba	bang1345
bgf	Bangandu	bang1347
bsj	Bangwinji	bang1348
bnx	Bangubangu	bang1350
bxg	Bangala	bang1353
bni	Bangi	bang1354
bgj	Bangolan	bang1356
dba	Bangime	bang1363
mfb	Bangka	bang1365
bgz	Banggai	bang1368
bvv	Baniva	bani1254
bwi	Baniwa	bani1255
bjn	Banjar	banj1239
bfk	Ban Khor Sign Language	bank1251
abb	Bankon	bank1256
bxw	Bankagooma	bank1258
dbw	Bankan Tey Dogon	bank1259
bcm	Bannoni	bann1247
bap	Bantawa	bant1281
bnq	Bantik	bant1286
bno	Bantoanon	bant1288
bfx	Bantayanon	bant1293
bci	Baoulé	baou1238
brd	Baraamu	bara1357
brm	Barambu	bara1361
bbg	Barama	bara1362
baj	Barakai	bara1367
bhr	Bara Malagasy	bara1369
kys	Baram Kayan	bara1370
brs	Baras	bara1371
brp	Barapasi	bara1375
bmz	Baramu	bara1378
bsn	Barasana-Eduria	bara1380
bpb	Barbacoas	barb1242
boi	Barbareño	barb1263
gry	Barclayville Grebo	barc1235
bcj	Bardi	bard1255
bae	Baré	bare1276
bva	Barein	bare1279
mlp	Bargam	barg1252
bxo	Barikanchi	bari1241
bfa	Bari (Nilotic)	bari1284
bch	Bariai	bari1286
bjc	Bariji	bari1290
mot	Bari (Chibchan)	bari1297
jbk	Barikewa	bari1298
bbi	Barombi	baro1252
bjk	Barok	baro1253
bpt	Barrow Point	barr1247
tbn	Barro Negro Tunebo	barr1251
byr	Baruya	baru1267
bjz	Baruga	baru1269
bwg	Barwe	barw1243
bjf	Barzani Jewish Neo-Aramaic	barz1241
bsl	Basa-Gumna	basa1280
buj	Basa-Gurmana	basa1281
bzw	Basa (Nigeria)	basa1282
bas	Basa (Cameroon)	basa1284
bdb	Basap	basa1286
byq	Basay	basa1287
bsg	Bashkardi	bash1263
bak	Bashkir	bash1264
bst	Basketo	bask1236
eus	Basque	basq1248
bsc	Bassari	bass1258
bsr	Bassa-Kontagora	bass1259
bsi	Bassossi	bass1260
bnm	Batanga	bata1285
bts	Batak Simalungun	bata1288
bbc	Batak Toba	bata1289
akb	Batak Angkola	bata1290
btm	Batak Mandailing	bata1291
btz	Batak Alas-Kluet	bata1292
btx	Batak Karo	bata1293
btd	Batak Dairi	bata1294
ayt	Bataan Ayta	bata1297
ifb	Batad Ifugao	bata1298
bya	Batak	bata1301
bta	Bata	bata1314
btv	Bateri	bate1261
btq	Batek	bate1262
bhm	Bathari	bath1244
btc	Bati (Cameroon)	bati1251
bvt	Bati (Indonesia)	bati1253
bbl	Bats	bats1242
btu	Batu	batu1255
bay	Batuley	batu1258
zbt	Batui	batu1260
sne	Bau Bidayuh	baub1235
bsf	Bauchi	bauc1238
bge	Bauria	baur1251
bxa	Bauro	baur1252
brg	Baure	baur1253
bbd	Bau	bauu1244
bwk	Bauwaki	bauw1240
bvz	Bauzi	bauz1241
bar	Bavarian	bava1246
bgr	Bawm Chin	bawm1236
bjy	Bayali	baya1257
bvy	Baybayanon	bayb1234
byg	Baygo	bayg1239
mkq	Bay Miwok	baym1241
bda	Bayot	bayo1255
byl	Bayono	bayo1260
bxj	Bayungu	bayu1240
bfr	Bazigar	bazi1237
beo	Beami	beam1240
bea	Beaver	beav1236
bfp	Beba	beba1238
beb	Bebele	bebe1248
bzv	Bebe	bebe1250
bek	Bebeli	bebe1252
bxp	Bebil	bebi1242
tnr	Bedik	bedi1235
bjv	Bedjond	bedj1245
bed	Bedoanas	bedo1237
bkf	Beeke	beek1238
bxq	Beele	beel1236
beq	Beembe	beem1239
bnz	Beezen	beez1238
bby	Befang	befa1241
bqv	Begbere-Ejar	begb1241
bej	Beja	beja1238
bei	Bekati'	beka1241
bkv	Bekwarra	bekw1241
bkw	Bekwil	bekw1242
bel	Belarusian	bela1254
bvi	Belanda Viri	bela1255
bxb	Belanda Bor	bela1256
beg	Belait	bela1260
bvs	Belgian Sign Language	belg1241
byw	Belhariya	belh1239
blm	Beli (Sudan)	beli1257
bey	Beli (Papua New Guinea)	beli1258
bzj	Belize Kriol English	beli1260
blc	Bella Coola	bell1243
brw	Bellari	bell1261
bmb	Bembe	bemb1255
bem	Bemba (Zambia)	bemb1257
bmy	Bemba (Democratic Republic of Congo)	bemb1258
yun	Bena (Nigeria)	bena1260
bez	Bena (Tanzania)	bena1262
bef	Benabena	bena1264
bcq	Bench	benc1235
bdp	Bende	bend1258
bct	Bendi (Democratic Republic of Congo)	bend1260
bqy	Bengkala Sign Language	beng1239
ben	Bengali	beng1280
bng	Benga	beng1282
nhb	Beng	beng1286
bgy	Benggoi	beng1287
bke	Bengkulu	beng1290
bnu	Bentong	bent1237
dbt	Ben Tey Dogon	bent1238
byd	Benyadu'	beny1237
bue	Beothuk	beot1247
bie	Bepour	bepo1240
brf	Bera	bera1259
bxv	Berakou	bera1261
bve	Berau Malay	bera1262
lod	Berawan	bera1267
brc	Berbice Creole Dutch	berb1259
bit	Berinomo	beri1253
bkl	Berik	beri1254
bom	Berom	bero1242
wti	Berta	bert1248
byt	Berti	bert1249
mhe	Besisi	besi1244
bes	Besme	besm1235
bep	Besoa	beso1237
bew	Betawi	beta1252
bfe	Betaf	beta1253
byf	Bete (Jukunoid)	bete1261
btt	Bete-Bendi	bete1262
eot	Beti (Côte d'Ivoire)	beti1248
btb	Beti (Cameroon)	beti1250
xub	Betta Kurumba	bett1235
kap	Bezhta	bezh1248
bhd	Bhadrawahi	bhad1241
bhx	Bhalay	bhal1245
bha	Bharia	bhar1241
btl	Bhatola	bhat1237
bht	Bhattiyali	bhat1263
bgw	Bhatri	bhat1265
bhe	Bhaya	bhay1238
bhy	Bhele	bhel1238
bhb	Bhili	bhil1251
bhi	Bhilali	bhil1253
bho	Bhojpuri	bhoj1244
nes	Bhoti Kinnauri	bhot1235
bhu	Bhunjia	bhun1242
bif	Biafada	biaf1240
bhw	Biak	biak1248
beh	Biali	bial1238
bpv	Bian Marind	bian1251
big	Biangai	bian1252
byk	Biao	biao1253
bje	Biao-Jiao Mien	biao1254
bmt	Biao Mon	biao1256
bth	Biatah Bidayuh	biat1246
bid	Bidiyo	bidi1241
bym	Bidyara	bidy1243
bjg	Bidyogo	bidy1244
bmc	Biem	biem1237
bnk	Bierebo	bier1244
brj	Bieria	bier1246
biu	Biete	biet1238
bhc	Biga	biga1238
nmb	Big Nambas	bign1238
bix	Bijori	bijo1238
bic	Bikaru	bika1251
byb	Bikya	biky1238
kfs	Bilaspuri	bila1253
bip	Bila	bila1255
bql	Bilakura	bila1257
brz	Bilbil	bilb1241
bpz	Bilba	bilb1242
bil	Bile	bile1244
byn	Bilin	bili1260
bms	Bilma Kanuri	bilm1238
bll	Biloxi	bilo1248
bxf	Bilur	bilu1244
blb	Bilua	bilu1245
bhp	Bima	bima1247
bhl	Bimin	bimi1240
bim	Bimoba	bimo1239
byj	Bina (Nigeria)	bina1270
bmn	Bina (Papua New Guinea)	bina1271
bxz	Binahari	bina1275
bhg	Binandere	bina1277
bon	Bine	bine1240
bin	Bini	bini1246
bpj	Binji	binj1249
itb	Binongan Itneg	bino1237
bne	Bintauna	bint1245
bny	Bintulu	bint1246
bkd	Binukid	binu1244
bjr	Binumarien	binu1245
biq	Bipi	bipi1237
bxe	Ongota	bira1253
brr	Birao	bira1254
btf	Birgit	birg1239
biy	Birhor	birh1242
bzr	Biri	biri1256
bqq	Biritai	biri1259
brk	Birked	birk1242
bvq	Birri	birr1240
brl	Birwa	birw1238
ije	Biseni	bise1238
bpy	Bishnupriya	bish1244
bwh	Bishuo	bish1246
bnw	Bisis	bisi1244
bis	Bislama	bisl1239
bir	Bisorio	biso1243
bib	Bissa	biss1248
bzi	Bisu	bisu1244
bii	Bisu	bisu1247
brt	Bitare	bita1251
bgk	Bit	bitt1240
mcc	Bitur	bitu1242
bwm	Biwat	biwa1243
byo	Biyo	biyo1243
bpm	Biyom	biyo1244
blp	Blablanga	blab1237
bfh	Blafe	blaf1238
beu	Blagar	blag1240
blr	Blang	blan1242
bzn	Boano (Maluku)	boan1242
bzl	Boano (Sulawesi)	boan1243
bty	Bobot	bobo1254
bgb	Bobongko	bobo1255
bdv	Bodo Parja	bodo1266
gbj	Bodo Gadaba	bodo1267
brx	Bodo (India)	bodo1269
boy	Bodo (Central African Republic)	bodo1272
bff	Bofi	bofi1238
boq	Bogaya	boga1247
bvw	Boga	boga1251
bux	Boghom	bogh1241
bqu	Boguru	bogu1241
bhn	Bohtan Neo-Aramaic	boht1238
bzf	Boikin	boik1241
ybk	Bokha	bokh1237
bdt	Bokoto	boko1261
bkp	Boko (Democratic Republic of Congo)	boko1263
bqc	Boko (Benin)	boko1266
bus	Bokobaru	boko1267
bky	Bokyi	boky1238
bgl	Bo (Laos)	bola1249
bnp	Bola	bola1250
bld	Bolango	bola1252
xbo	Bolgarian	bolg1250
bvo	Bolgo	bolg1251
bvl	Bolivian Sign Language	boli1236
bli	Bolia	boli1255
smk	Bolinao	boli1256
blv	Bolo	bolo1261
bkt	Boloki	bolo1262
bzm	Bolondo	bolo1263
bof	Bolon	bolo1266
blj	Bolongan	bolo1268
ply	Bolyu	boly1239
boh	Boma	boma1246
bml	Bomboli	bomb1261
bws	Bomboma	bomb1262
zmx	Bomitaba	bomi1238
bmf	Bom	bomm1240
bmq	Bomu	bomu1247
bmw	Bomwali	bomw1238
peh	Bonan	bona1250
bfw	Bondo	bond1245
